GAME_PK,GAME_DATE,GAME_DATETIME,GAME_TYPE,STATUS,STATUS_CODE,IS_FINAL,IS_LIVE,HOME_TEAM_ID,HOME_TEAM,AWAY_TEAM_ID,AWAY_TEAM,HOME_SCORE,AWAY_SCORE,HOME_PROBABLE_PITCHER,AWAY_PROBABLE_PITCHER,HOME_PROBABLE_PITCHER_ID,AWAY_PROBABLE_PITCHER_ID,VENUE,DOUBLEHEADER,GAME_NUMBER,SEASON
717376,2023-07-16,2023-07-16T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,111,Boston Red Sox,5,11,Justin Steele,Kutter Crawford,657006.0,676710.0,Wrigley Field,N,1,2023
717377,2023-07-16,2023-07-16T18:35:00+00:00,R,Final,F,True,False,140,Texas Rangers,114,Cleveland Guardians,6,5,Martín Pérez,Tanner Bibee,527048.0,676440.0,Globe Life Field,N,1,2023
717378,2023-07-16,2023-07-16T19:10:00+00:00,R,Final,F,True,False,115,Colorado Rockies,147,New York Yankees,8,7,Chase Anderson,Gerrit Cole,502624.0,543037.0,Coors Field,N,1,2023
717379,2023-07-16,2023-07-16T20:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,142,Minnesota Twins,4,5,JP Sears,Joe Ryan,676664.0,657746.0,Oakland Coliseum,N,1,2023
717380,2023-07-16,2023-07-16T18:15:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,120,Washington Nationals,8,4,Jack Flaherty,Josiah Gray,656427.0,680686.0,Busch Stadium,N,1,2023
717381,2023-07-16,2023-07-16T23:10:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,117,Houston Astros,8,9,Tyler Anderson,Cristian Javier,542881.0,664299.0,Angel Stadium,N,1,2023
717382,2023-07-16,2023-07-16T18:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,139,Tampa Bay Rays,8,4,Brady Singer,Zach Eflin,663903.0,621107.0,Kauffman Stadium,N,1,2023
717383,2023-07-16,2023-07-16T17:40:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,158,Milwaukee Brewers,3,4,Ben Lively,Adrian Houser,594902.0,605288.0,Great American Ball Park,N,1,2023
717384,2023-07-16,2023-07-16T17:35:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,146,Miami Marlins,5,4,Kyle Bradish,Steven Okert,680694.0,595345.0,Oriole Park at Camden Yards,N,1,2023
717385,2023-07-16,2023-07-16T21:10:00+00:00,R,Final,F,True,False,121,New York Mets,119,Los Angeles Dodgers,2,1,Max Scherzer,Bobby Miller,453286.0,676272.0,Citi Field,N,1,2023
717386,2023-07-16,2023-07-16T17:37:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,109,Arizona Diamondbacks,7,5,Yusei Kikuchi,Tommy Henry,579328.0,674072.0,Rogers Centre,N,1,2023
717387,2023-07-16,2023-07-16T17:35:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,135,San Diego Padres,7,6,Zack Wheeler,Seth Lugo,554430.0,607625.0,Citizens Bank Park,N,1,2023
717388,2023-07-16,2023-07-16T16:05:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,137,San Francisco Giants,4,8,Osvaldo Bido,Alex Wood,674370.0,622072.0,PNC Park,N,1,2023
717391,2023-07-16,2023-07-16T17:35:00+00:00,R,Final,F,True,False,144,Atlanta Braves,145,Chicago White Sox,1,8,Kolby Allard,Dylan Cease,663465.0,656302.0,Truist Park,N,1,2023
717365,2023-07-17,2023-07-18T01:40:00+00:00,R,Final,F,True,False,136,Seattle Mariners,142,Minnesota Twins,7,6,Logan Gilbert,Sonny Gray,669302.0,543243.0,T-Mobile Park,N,1,2023
717366,2023-07-17,2023-07-18T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,111,Boston Red Sox,0,7,Paul Blackburn,Brennan Bernardino,621112.0,657514.0,Oakland Coliseum,N,1,2023
717367,2023-07-17,2023-07-18T00:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,139,Tampa Bay Rays,3,2,Dane Dunning,Shane McClanahan,641540.0,663556.0,Globe Life Field,N,1,2023
717368,2023-07-17,2023-07-18T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,116,Detroit Tigers,2,3,Jordan Lyles,Matt Manning,543475.0,666159.0,Kauffman Stadium,N,1,2023
717369,2023-07-17,2023-07-18T01:38:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,147,New York Yankees,4,3,Griffin Canning,Luis Severino,656288.0,622663.0,Angel Stadium,N,1,2023
717370,2023-07-17,2023-07-18T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,120,Washington Nationals,5,7,Drew Smyly,MacKenzie Gore,592767.0,669022.0,Wrigley Field,N,1,2023
717371,2023-07-17,2023-07-17T23:05:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,114,Cleveland Guardians,0,11,Quinn Priester,Xzavion Curry,682990.0,675540.0,PNC Park,N,1,2023
717372,2023-07-17,2023-07-17T23:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,119,Los Angeles Dodgers,4,6,Grayson Rodriguez,Emmet Sheehan,680570.0,686218.0,Oriole Park at Camden Yards,N,1,2023
717374,2023-07-17,2023-07-17T23:45:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,146,Miami Marlins,6,4,Miles Mikolas,Jesús Luzardo,571945.0,666200.0,Busch Stadium,N,1,2023
717375,2023-07-17,2023-07-17T23:10:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,137,San Francisco Giants,2,4,Brandon Williamson,Logan Webb,682227.0,657277.0,Great American Ball Park,N,1,2023
717375,2023-07-17,2023-07-18T21:40:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,137,San Francisco Giants,2,4,Brandon Williamson,Logan Webb,682227.0,657277.0,Great American Ball Park,N,1,2023
717349,2023-07-18,2023-07-19T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,111,Boston Red Sox,3,0,Luis Medina,Joe Jacques,665622.0,682175.0,Oakland Coliseum,N,1,2023
717350,2023-07-18,2023-07-19T01:40:00+00:00,R,Final,F,True,False,136,Seattle Mariners,142,Minnesota Twins,3,10,Bryan Woo,Bailey Ober,693433.0,641927.0,T-Mobile Park,N,1,2023
717352,2023-07-18,2023-07-19T01:38:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,147,New York Yankees,5,1,Patrick Sandoval,Domingo Germán,663776.0,593334.0,Angel Stadium,N,1,2023
717353,2023-07-18,2023-07-19T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,120,Washington Nationals,17,3,Jameson Taillon,Patrick Corbin,592791.0,571578.0,Wrigley Field,N,1,2023
717354,2023-07-18,2023-07-19T00:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,139,Tampa Bay Rays,5,3,Nathan Eovaldi,Taj Bradley,543135.0,671737.0,Globe Life Field,N,1,2023
717355,2023-07-18,2023-07-19T00:40:00+00:00,R,Final,F,True,False,115,Colorado Rockies,117,Houston Astros,4,3,Jake Bird,Hunter Brown,656234.0,686613.0,Coors Field,N,1,2023
717356,2023-07-18,2023-07-19T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,116,Detroit Tigers,11,10,Daniel Lynch IV,Tarik Skubal,663738.0,669373.0,Kauffman Stadium,N,1,2023
717357,2023-07-18,2023-07-18T23:45:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,146,Miami Marlins,5,2,Jordan Montgomery,Edward Cabrera,656756.0,665795.0,Busch Stadium,N,1,2023
717358,2023-07-18,2023-07-18T23:20:00+00:00,R,Final,F,True,False,144,Atlanta Braves,109,Arizona Diamondbacks,13,16,Bryce Elder,Zach Davies,693821.0,605200.0,Truist Park,N,1,2023
717359,2023-07-18,2023-07-18T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,145,Chicago White Sox,11,10,Carlos Carrasco,Lucas Giolito,471911.0,608337.0,Citi Field,N,1,2023
717360,2023-07-18,2023-07-18T23:10:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,137,San Francisco Giants,10,11,Luke Weaver,Anthony DeSclafani,596133.0,543101.0,Great American Ball Park,N,1,2023
717361,2023-07-18,2023-07-18T23:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,119,Los Angeles Dodgers,3,10,Tyler Wells,Michael Grove,669330.0,675627.0,Oriole Park at Camden Yards,N,1,2023
717362,2023-07-18,2023-07-18T23:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,135,San Diego Padres,1,9,Alek Manoah,Joe Musgrove,666201.0,605397.0,Rogers Centre,N,1,2023
717363,2023-07-18,2023-07-18T22:40:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,158,Milwaukee Brewers,4,3,Aaron Nola,Julio Teheran,605400.0,527054.0,Citizens Bank Park,N,1,2023
717364,2023-07-18,2023-07-18T23:05:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,114,Cleveland Guardians,1,10,Mitch Keller,Logan Allen,656605.0,671106.0,PNC Park,N,1,2023
717333,2023-07-19,2023-07-20T00:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,116,Detroit Tigers,2,3,Ryan Yarbrough,Eduardo Rodriguez,642232.0,593958.0,Kauffman Stadium,N,1,2023
717335,2023-07-19,2023-07-20T01:40:00+00:00,R,Final,F,True,False,136,Seattle Mariners,142,Minnesota Twins,3,6,Luis Castillo,Kenta Maeda,622491.0,628317.0,T-Mobile Park,N,1,2023
717336,2023-07-19,2023-07-20T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,120,Washington Nationals,8,3,Kyle Hendricks,Trevor Williams,543294.0,592866.0,Wrigley Field,N,1,2023
717338,2023-07-19,2023-07-19T23:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,135,San Diego Padres,0,2,José Berríos,Yu Darvish,621244.0,506433.0,Rogers Centre,N,1,2023
717339,2023-07-19,2023-07-19T23:07:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,147,New York Yankees,7,3,Chase Silseth,Carlos Rodón,681217.0,607074.0,Angel Stadium,N,1,2023
717340,2023-07-19,2023-07-19T23:20:00+00:00,R,Final,F,True,False,144,Atlanta Braves,109,Arizona Diamondbacks,3,5,Charlie Morton,Ryne Nelson,450203.0,669194.0,Truist Park,N,1,2023
717341,2023-07-19,2023-07-19T23:10:00+00:00,R,Final,F,True,False,121,New York Mets,145,Chicago White Sox,5,1,Justin Verlander,Touki Toussaint,434378.0,657053.0,Citi Field,N,1,2023
717342,2023-07-19,2023-07-19T23:10:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,137,San Francisco Giants,3,2,Graham Ashcraft,Ross Stripling,668933.0,548389.0,Great American Ball Park,N,1,2023
717343,2023-07-19,2023-07-19T17:05:00+00:00,R,Final,F,True,False,110,Baltimore Orioles,119,Los Angeles Dodgers,8,5,Dean Kremer,Julio Urías,665152.0,628711.0,Oriole Park at Camden Yards,N,1,2023
717344,2023-07-19,2023-07-19T19:37:00+00:00,R,Final,F,True,False,133,Oakland Athletics,111,Boston Red Sox,6,5,Ken Waldichuk,Brayan Bello,686610.0,678394.0,Oakland Coliseum,N,1,2023
717345,2023-07-19,2023-07-19T19:10:00+00:00,R,Final,F,True,False,115,Colorado Rockies,117,Houston Astros,1,4,Austin Gomber,Brandon Bielak,596295.0,656232.0,Coors Field,N,1,2023
717346,2023-07-19,2023-07-19T18:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,139,Tampa Bay Rays,5,1,Jon Gray,Zack Littell,592351.0,641793.0,Globe Life Field,N,1,2023
717347,2023-07-19,2023-07-19T22:40:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,158,Milwaukee Brewers,3,5,Cristopher Sánchez,Colin Rea,650911.0,607067.0,Citizens Bank Park,N,1,2023
717348,2023-07-19,2023-07-19T16:35:00+00:00,R,Final,F,True,False,134,Pittsburgh Pirates,114,Cleveland Guardians,7,5,Rich Hill,Aaron Civale,448179.0,650644.0,PNC Park,N,1,2023
717351,2023-07-19,2023-07-19T18:15:00+00:00,R,Final,F,True,False,138,St. Louis Cardinals,146,Miami Marlins,6,4,Dakota Hudson,Sandy Alcantara,641712.0,645261.0,Busch Stadium,N,1,2023
717322,2023-07-20,2023-07-21T00:05:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,2,7,Marcus Stroman,Steven Matz,573186.0,571927.0,Wrigley Field,N,1,2023
717323,2023-07-20,2023-07-21T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,117,Houston Astros,1,3,Hogan Harris,J.P. France,663687.0,641585.0,Oakland Coliseum,N,1,2023
717327,2023-07-20,2023-07-20T19:40:00+00:00,R,Final,F,True,False,136,Seattle Mariners,142,Minnesota Twins,5,0,George Kirby,Pablo López,669923.0,641154.0,T-Mobile Park,N,1,2023
717328,2023-07-20,2023-07-20T22:40:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,110,Baltimore Orioles,3,4,Tyler Glasnow,Kyle Gibson,607192.0,502043.0,Tropicana Field,N,1,2023
717329,2023-07-20,2023-07-20T16:35:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,158,Milwaukee Brewers,0,4,Taijuan Walker,Corbin Burnes,592836.0,669203.0,Citizens Bank Park,N,1,2023
717330,2023-07-20,2023-07-20T17:10:00+00:00,R,Final,F,True,False,121,New York Mets,145,Chicago White Sox,2,6,Jose Quintana,Michael Kopech,500779.0,656629.0,Citi Field,N,1,2023
717331,2023-07-20,2023-07-20T17:07:00+00:00,R,Final,F,True,False,141,Toronto Blue Jays,135,San Diego Padres,4,0,Chris Bassitt,Blake Snell,605135.0,605483.0,Rogers Centre,N,1,2023
717332,2023-07-20,2023-07-20T18:10:00+00:00,R,Final,F,True,False,118,Kansas City Royals,116,Detroit Tigers,0,3,Zack Greinke,Michael Lorenzen,425844.0,547179.0,Kauffman Stadium,N,1,2023
717334,2023-07-20,2023-07-20T16:35:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,137,San Francisco Giants,5,1,Andrew Abbott,Alex Cobb,671096.0,502171.0,Great American Ball Park,N,1,2023
717337,2023-07-20,2023-07-20T16:20:00+00:00,R,Final,F,True,False,144,Atlanta Braves,109,Arizona Diamondbacks,7,5,Spencer Strider,Zac Gallen,675911.0,668678.0,Truist Park,N,1,2023
717310,2023-07-21,2023-07-22T01:40:00+00:00,R,Final,F,True,False,133,Oakland Athletics,117,Houston Astros,4,6,JP Sears,Framber Valdez,676664.0,664285.0,Oakland Coliseum,N,1,2023
717311,2023-07-21,2023-07-22T02:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,141,Toronto Blue Jays,3,2,Bryce Miller,Yusei Kikuchi,682243.0,579328.0,T-Mobile Park,N,1,2023
717312,2023-07-21,2023-07-22T01:38:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,134,Pittsburgh Pirates,8,5,Shohei Ohtani,Johan Oviedo,660271.0,670912.0,Angel Stadium,N,1,2023
717313,2023-07-21,2023-07-22T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,144,Atlanta Braves,4,6,Freddy Peralta,Michael Soroka,642547.0,647336.0,American Family Field,N,1,2023
717314,2023-07-21,2023-07-22T00:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,145,Chicago White Sox,9,4,Joe Ryan,Lance Lynn,657746.0,458681.0,Target Field,N,1,2023
717315,2023-07-21,2023-07-21T23:10:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,143,Philadelphia Phillies,6,5,Gavin Williams,Ranger Suarez,668909.0,624133.0,Progressive Field,N,1,2023
717316,2023-07-21,2023-07-22T00:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,119,Los Angeles Dodgers,5,11,Andrew Heaney,Tony Gonsolin,571760.0,664062.0,Globe Life Field,N,1,2023
717317,2023-07-21,2023-07-21T22:40:00+00:00,R,Final,F,True,False,116,Detroit Tigers,135,San Diego Padres,4,5,Reese Olson,Seth Lugo,681857.0,607625.0,Comerica Park,N,1,2023
717318,2023-07-21,2023-07-21T23:05:00+00:00,R,Final,F,True,False,147,New York Yankees,118,Kansas City Royals,5,4,Clarke Schmidt,Alec Marsh,657376.0,679525.0,Yankee Stadium,N,1,2023
717319,2023-07-21,2023-07-21T22:40:00+00:00,R,Final,F,True,False,146,Miami Marlins,115,Colorado Rockies,1,6,Braxton Garrett,Peter Lambert,666129.0,663567.0,loanDepot park,N,1,2023
717320,2023-07-21,2023-07-21T22:40:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,110,Baltimore Orioles,3,0,Zach Eflin,Kyle Bradish,621107.0,680694.0,Tropicana Field,N,1,2023
717321,2023-07-21,2023-07-21T23:10:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,109,Arizona Diamondbacks,9,6,Ben Lively,Tommy Henry,594902.0,674072.0,Great American Ball Park,N,1,2023
717324,2023-07-21,2023-07-21T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,121,New York Mets,4,5,Kutter Crawford,Kodai Senga,676710.0,673540.0,Fenway Park,N,1,2023
717324,2023-07-21,2023-07-22T18:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,121,New York Mets,4,5,Kutter Crawford,Kodai Senga,676710.0,673540.0,Fenway Park,N,1,2023
717325,2023-07-21,2023-07-21T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,4,3,Justin Steele,Jack Flaherty,657006.0,656427.0,Wrigley Field,N,1,2023
717326,2023-07-21,2023-07-21T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,137,San Francisco Giants,5,3,Jake Irvin,Alex Wood,663623.0,622072.0,Nationals Park,N,1,2023
717293,2023-07-22,2023-07-22T23:15:00+00:00,R,Final,F,True,False,142,Minnesota Twins,145,Chicago White Sox,3,2,Sonny Gray,Dylan Cease,543243.0,656302.0,Target Field,N,1,2023
717295,2023-07-22,2023-07-23T01:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,117,Houston Astros,4,1,Paul Blackburn,Cristian Javier,621112.0,664299.0,Oakland Coliseum,N,1,2023
717296,2023-07-22,2023-07-22T23:15:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,144,Atlanta Braves,4,3,Adrian Houser,Allan Winans,605288.0,642216.0,American Family Field,N,1,2023
717297,2023-07-22,2023-07-23T01:07:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,134,Pittsburgh Pirates,0,3,Reid Detmers,Ryan Borucki,672282.0,621366.0,Angel Stadium,N,1,2023
717299,2023-07-22,2023-07-22T22:10:00+00:00,R,Final,F,True,False,116,Detroit Tigers,135,San Diego Padres,3,14,Matt Manning,Jackson Wolf,666159.0,680232.0,Comerica Park,N,1,2023
717300,2023-07-22,2023-07-22T20:10:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,110,Baltimore Orioles,5,6,Shane McClanahan,Grayson Rodriguez,663556.0,680570.0,Tropicana Field,N,1,2023
717301,2023-07-22,2023-07-22T20:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,141,Toronto Blue Jays,9,8,Logan Gilbert,Kevin Gausman,669302.0,592332.0,T-Mobile Park,N,1,2023
717302,2023-07-22,2023-07-22T23:10:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,143,Philadelphia Phillies,1,0,Tanner Bibee,Zack Wheeler,676440.0,554430.0,Progressive Field,N,1,2023
717303,2023-07-22,2023-07-22T20:10:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,109,Arizona Diamondbacks,4,2,Brandon Williamson,Brandon Pfaadt,682227.0,694297.0,Great American Ball Park,N,1,2023
717304,2023-07-22,2023-07-22T17:05:00+00:00,R,Final,F,True,False,147,New York Yankees,118,Kansas City Royals,5,2,Gerrit Cole,Brady Singer,543037.0,663903.0,Yankee Stadium,N,1,2023
717305,2023-07-22,2023-07-22T20:05:00+00:00,R,Final,F,True,False,140,Texas Rangers,119,Los Angeles Dodgers,3,16,Dane Dunning,Bobby Miller,641540.0,676272.0,Globe Life Field,N,1,2023
717306,2023-07-22,2023-07-22T17:10:00+00:00,R,Final,F,True,False,146,Miami Marlins,115,Colorado Rockies,3,4,Johnny Cueto,Chase Anderson,456501.0,502624.0,loanDepot park,N,1,2023
717307,2023-07-22,2023-07-22T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,137,San Francisco Giants,10,1,Josiah Gray,Logan Webb,680686.0,657277.0,Nationals Park,N,1,2023
717308,2023-07-22,2023-07-22T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,8,6,Michael Fulmer,Miles Mikolas,605242.0,571945.0,Wrigley Field,N,1,2023
717309,2023-07-22,2023-07-22T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,121,New York Mets,8,6,James Paxton,Max Scherzer,572020.0,453286.0,Fenway Park,N,1,2023
717278,2023-07-23,2023-07-23T20:07:00+00:00,R,Final,F,True,False,108,Los Angeles Angels,134,Pittsburgh Pirates,7,5,Tyler Anderson,Mitch Keller,542881.0,656605.0,Angel Stadium,N,1,2023
717279,2023-07-23,2023-07-23T20:07:00+00:00,R,Final,F,True,False,133,Oakland Athletics,117,Houston Astros,2,3,Luis Medina,Hunter Brown,665622.0,686613.0,Oakland Coliseum,N,1,2023
717281,2023-07-23,2023-07-23T20:10:00+00:00,R,Final,F,True,False,136,Seattle Mariners,141,Toronto Blue Jays,3,4,Bryan Woo,Alek Manoah,693433.0,666201.0,T-Mobile Park,N,1,2023
717283,2023-07-23,2023-07-23T17:40:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,143,Philadelphia Phillies,5,8,Xzavion Curry,Aaron Nola,675540.0,605400.0,Progressive Field,N,1,2023
717284,2023-07-23,2023-07-23T18:35:00+00:00,R,Final,F,True,False,140,Texas Rangers,119,Los Angeles Dodgers,8,4,Martín Pérez,Emmet Sheehan,527048.0,686218.0,Globe Life Field,N,1,2023
717285,2023-07-23,2023-07-23T18:10:00+00:00,R,Final,F,True,False,142,Minnesota Twins,145,Chicago White Sox,5,4,Bailey Ober,Lucas Giolito,641927.0,608337.0,Target Field,N,1,2023
717286,2023-07-23,2023-07-23T18:20:00+00:00,R,Final,F,True,False,112,Chicago Cubs,138,St. Louis Cardinals,7,2,Jameson Taillon,Jordan Montgomery,592791.0,656756.0,Wrigley Field,N,1,2023
717287,2023-07-23,2023-07-23T18:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,144,Atlanta Braves,2,4,Julio Teheran,Bryce Elder,527054.0,693821.0,American Family Field,N,1,2023
717288,2023-07-23,2023-07-23T16:05:00+00:00,R,Final,F,True,False,116,Detroit Tigers,135,San Diego Padres,3,1,Alex Faedo,Joe Musgrove,656412.0,605397.0,Comerica Park,N,1,2023
717289,2023-07-23,2023-07-23T17:40:00+00:00,R,Final,F,True,False,113,Cincinnati Reds,109,Arizona Diamondbacks,7,3,Luke Weaver,José Ruiz,596133.0,614179.0,Great American Ball Park,N,1,2023
717290,2023-07-23,2023-07-23T17:35:00+00:00,R,Final,F,True,False,120,Washington Nationals,137,San Francisco Giants,6,1,MacKenzie Gore,Scott Alexander,669022.0,518397.0,Nationals Park,N,1,2023
717291,2023-07-23,2023-07-23T17:40:00+00:00,R,Final,F,True,False,139,Tampa Bay Rays,110,Baltimore Orioles,3,5,Taj Bradley,Tyler Wells,671737.0,669330.0,Tropicana Field,N,1,2023
717292,2023-07-23,2023-07-23T17:40:00+00:00,R,Final,F,True,False,146,Miami Marlins,115,Colorado Rockies,3,2,Jesús Luzardo,Ty Blach,666200.0,621389.0,loanDepot park,N,1,2023
717294,2023-07-23,2023-07-23T17:35:00+00:00,R,Final,F,True,False,147,New York Yankees,118,Kansas City Royals,8,5,Luis Severino,Jordan Lyles,622663.0,543475.0,Yankee Stadium,N,1,2023
717298,2023-07-23,2023-07-23T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,121,New York Mets,6,1,Brennan Bernardino,Carlos Carrasco,657514.0,471911.0,Fenway Park,N,1,2023
717268,2023-07-24,2023-07-25T01:40:00+00:00,R,Final,F,True,False,109,Arizona Diamondbacks,138,St. Louis Cardinals,6,10,Ryne Nelson,Adam Wainwright,669194.0,425794.0,Chase Field,N,1,2023
717271,2023-07-24,2023-07-25T02:10:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,141,Toronto Blue Jays,3,6,Michael Grove,José Berríos,675627.0,621244.0,Dodger Stadium,N,1,2023
717273,2023-07-24,2023-07-25T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,113,Cincinnati Reds,3,2,Colin Rea,Graham Ashcraft,607067.0,668933.0,American Family Field,N,1,2023
717274,2023-07-24,2023-07-25T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,140,Texas Rangers,10,9,Brandon Bielak,Jon Gray,656232.0,592351.0,Minute Maid Park,N,1,2023
717275,2023-07-24,2023-07-24T23:40:00+00:00,R,Final,F,True,False,142,Minnesota Twins,136,Seattle Mariners,4,3,Kenta Maeda,Luis Castillo,628317.0,622491.0,Target Field,N,1,2023
717276,2023-07-24,2023-07-25T01:40:00+00:00,R,Final,F,True,False,135,San Diego Padres,134,Pittsburgh Pirates,4,8,Yu Darvish,Quinn Priester,506433.0,682990.0,Petco Park,N,1,2023
717277,2023-07-24,2023-07-24T23:10:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,118,Kansas City Royals,3,5,Logan Allen,Ryan Yarbrough,671106.0,642232.0,Progressive Field,N,1,2023
717280,2023-07-24,2023-07-24T22:40:00+00:00,R,Final,F,True,False,143,Philadelphia Phillies,110,Baltimore Orioles,2,3,Cristopher Sánchez,Dean Kremer,650911.0,665152.0,Citizens Bank Park,N,1,2023
717282,2023-07-24,2023-07-24T23:05:00+00:00,R,Final,F,True,False,120,Washington Nationals,115,Colorado Rockies,6,10,Patrick Corbin,Jake Bird,571578.0,656234.0,Nationals Park,N,1,2023
718558,2023-07-24,2023-07-24T17:10:00+00:00,R,Final,F,True,False,116,Detroit Tigers,137,San Francisco Giants,5,1,Tarik Skubal,Ross Stripling,669373.0,548389.0,Comerica Park,N,1,2023
717255,2023-07-25,2023-07-26T00:10:00+00:00,R,Final,F,True,False,117,Houston Astros,140,Texas Rangers,4,3,J.P. France,Yerry Rodríguez,641585.0,666720.0,Minute Maid Park,N,1,2023
717256,2023-07-25,2023-07-26T02:10:00+00:00,R,Final,F,True,False,119,Los Angeles Dodgers,141,Toronto Blue Jays,8,7,Julio Urías,Chris Bassitt,628711.0,605135.0,Dodger Stadium,N,1,2023
717258,2023-07-25,2023-07-26T01:40:00+00:00,R,Final,F,True,False,135,San Diego Padres,134,Pittsburgh Pirates,5,1,Blake Snell,Rich Hill,605483.0,448179.0,Petco Park,N,1,2023
717259,2023-07-25,2023-07-26T01:40:00+00:00,R,Final,F,True,False,109,Arizona Diamondbacks,138,St. Louis Cardinals,3,1,Merrill Kelly,Steven Matz,518876.0,571927.0,Chase Field,N,1,2023
717260,2023-07-25,2023-07-25T23:10:00+00:00,R,Final,F,True,False,114,Cleveland Guardians,118,Kansas City Royals,5,1,Aaron Civale,Zack Greinke,650644.0,425844.0,Progressive Field,N,1,2023
717261,2023-07-25,2023-07-25T23:10:00+00:00,R,Final,F,True,False,111,Boston Red Sox,144,Atlanta Braves,7,1,John Schreiber,Charlie Morton,670167.0,450203.0,Fenway Park,N,1,2023
717262,2023-07-25,2023-07-26T00:10:00+00:00,R,Final,F,True,False,158,Milwaukee Brewers,113,Cincinnati Reds,3,4,Corbin Burnes,Andrew Abbott,669203.0,671096.0,American Family Field,N,1,2023
